timestamp,x,y,left_button_holding,right_button_holding
1786493928.917000,1216,60,False,False
1786493928.917000,1216,60,True,False
1786493929.101000,1216,58,True,False
1786493929.118000,1216,54,True,False
1786493929.129000,1216,49,True,False
1786493929.136000,1216,46,True,False
1786493929.144000,1216,44,True,False
1786493929.157000,1216,41,True,False
1786493929.172000,1216,38,True,False
1786493929.185000,1216,36,True,False
1786493929.199000,1216,32,True,False
1786493929.213000,1216,29,True,False
1786493929.227000,1216,26,True,False
1786493929.240000,1216,24,True,False
1786493929.257000,1219,21,True,False
1786493929.276000,1219,18,True,False
1786493929.303000,1219,15,True,False
1786493929.337000,1222,12,True,False
1786493929.381000,1222,9,True,False
1786493929.393000,1225,6,True,False
1786493929.400000,1225,4,True,False
1786493929.433000,1225,-1,True,False
1786493929.442000,1229,-7,True,False
1786493929.468000,1229,-10,True,False
1786493929.652000,1231,-10,True,False
1786493929.669000,1231,-7,True,False
1786493929.678000,1234,-7,True,False
1786493929.695000,1237,-7,True,False
1786493929.706000,1237,-4,True,False
1786493929.720000,1240,-4,True,False
1786493929.726000,1242,-1,True,False
1786493929.733000,1245,0,True,False
1786493929.740000,1245,5,True,False
1786493929.748000,1248,7,True,False
1786493929.761000,1250,10,True,False
1786493929.768000,1250,13,True,False
1786493929.774000,1253,16,True,False
1786493929.789000,1256,17,True,False
1786493929.803000,1256,24,True,False
1786493929.816000,1256,29,True,False
1786493929.830000,1256,32,True,False
1786493929.837000,1256,35,True,False
1786493929.862000,1259,35,True,False
1786493929.872000,1259,38,True,False
1786493929.889000,1259,41,True,False
1786493929.905000,1264,43,True,False
1786493929.914000,1264,48,True,False
1786493929.932000,1264,51,True,False
1786493929.984000,1264,54,True,False
1786493930.011000,1264,56,True,False
1786493930.025000,1267,56,True,False
1786493930.032000,1267,59,False,False
1786493930.738000,1283,5,False,False
1786493930.738000,1283,5,True,False
1786493930.754000,1283,7,True,False
1786493930.878000,1285,7,True,False
1786493930.894000,1287,7,True,False
1786493930.912000,1290,7,True,False
1786493930.956000,1292,7,True,False
1786493930.970000,1296,7,True,False
1786493930.983000,1299,10,True,False
1786493931.007000,1302,10,True,False
1786493931.069000,1306,10,True,False
1786493931.080000,1306,13,True,False
1786493931.105000,1309,17,True,False
1786493931.115000,1314,17,True,False
1786493931.122000,1317,20,True,False
1786493931.148000,1317,23,True,False
1786493931.175000,1320,23,True,False
1786493931.201000,1320,25,True,False
1786493931.212000,1317,28,True,False
1786493931.323000,1317,31,True,False
1786493931.341000,1315,34,True,False
1786493931.402000,1312,36,True,False
1786493931.508000,1310,38,True,False
1786493931.840000,1308,38,True,False
1786493931.909000,1307,36,True,False
1786493931.978000,1305,36,True,False
1786493931.997000,1307,33,True,False
1786493932.067000,1305,33,True,False
1786493932.120000,1303,33,True,False
1786493932.251000,1303,31,True,False
1786493932.294000,1302,28,True,False
1786493932.329000,1302,25,True,False
1786493932.356000,1302,23,True,False
1786493932.399000,1302,20,True,False
1786493932.425000,1302,18,True,False
1786493932.452000,1302,15,True,False
1786493932.479000,1302,12,True,False
1786493932.497000,1302,9,True,False
1786493932.521000,1302,6,True,False
1786493932.556000,1293,11,True,False
1786493932.567000,1286,19,True,False
1786493932.618000,1288,16,True,False
1786493932.638000,1291,16,True,False
1786493932.671000,1291,13,True,False
1786493932.688000,1294,13,True,False
1786493932.749000,1294,11,True,False
1786493932.761000,1294,8,True,False
1786493932.768000,1297,8,True,False
1786493932.801000,1300,5,True,False
1786493932.872000,1303,3,True,False
1786493932.886000,1303,0,True,False
1786493932.893000,1305,0,True,False
1786493932.907000,1305,-3,True,False
1786493932.933000,1308,-8,True,False
1786493932.968000,1313,-14,True,False
1786493932.977000,1313,-16,True,False
1786493933.037000,1316,-17,True,False
1786493933.179000,1318,-17,True,False
1786493933.196000,1326,-21,True,False
1786493933.213000,1321,-16,True,False
1786493933.273000,1321,-14,False,False
1786493946.287000,1362,43,False,False
1786493946.287000,1362,43,True,False
1786493946.610000,1360,43,True,False
1786493946.662000,1358,43,True,False
1786493946.688000,1355,43,True,False
1786493946.732000,1353,43,True,False
1786493946.785000,1349,38,True,False
1786493946.837000,1344,33,True,False
1786493946.881000,1344,30,True,False
1786493946.925000,1344,28,True,False
1786493946.942000,1342,28,True,False
1786493946.955000,1342,25,True,False
1786493947.117000,1344,23,True,False
1786493947.135000,1346,23,True,False
1786493947.149000,1349,20,True,False
1786493947.156000,1351,20,True,False
1786493947.214000,1355,20,True,False
1786493947.231000,1355,18,True,False
1786493947.240000,1358,15,True,False
1786493947.253000,1361,15,True,False
1786493947.267000,1363,13,True,False
1786493947.282000,1366,13,True,False
1786493947.300000,1366,10,True,False
1786493947.353000,1369,7,True,False
1786493947.364000,1372,7,True,False
1786493947.380000,1375,5,True,False
1786493947.432000,1376,2,True,False
1786493947.449000,1379,-1,True,False
1786493947.477000,1381,-4,True,False
1786493947.511000,1381,-6,True,False
1786493947.555000,1381,-9,True,False
1786493947.566000,1381,-12,True,False
1786493947.581000,1381,-14,True,False
1786493947.651000,1381,-17,True,False
1786493947.703000,1379,-17,True,False
1786493948.001000,1376,-17,True,False
1786493948.116000,1374,-17,True,False
1786493948.377000,1371,-17,True,False
1786493948.395000,1369,-17,True,False
1786493948.456000,1369,-14,True,False
1786493948.468000,1366,-14,True,False
1786493948.483000,1363,-14,True,False
1786493948.588000,1361,-14,True,False
1786493948.607000,1358,-12,True,False
1786493948.614000,1358,-10,True,False
1786493948.623000,1355,-9,True,False
1786493948.640000,1355,-4,True,False
1786493948.649000,1352,-3,True,False
1786493948.710000,1352,0,True,False
1786493948.745000,1350,0,True,False
1786493948.754000,1350,3,True,False
1786493948.763000,1350,5,False,False
1786493954.047000,1404,-11,False,False
1786493954.047000,1404,-11,True,False
1786493954.179000,1411,-11,True,False
1786493954.191000,1416,-11,True,False
1786493954.206000,1424,-11,True,False
1786493954.219000,1429,-11,True,False
1786493954.241000,1432,-11,False,False
1786493963.594000,1445,23,False,False
1786493963.594000,1445,23,True,False
1786493963.629000,1445,27,True,False
1786493963.681000,1449,27,True,False
1786493963.691000,1452,27,True,False
1786493963.704000,1455,27,True,False
1786493963.712000,1457,27,True,False
1786493963.725000,1466,27,True,False
1786493963.740000,1471,27,True,False
1786493963.747000,1474,30,True,False
1786493963.753000,1476,30,True,False
1786493963.856000,1479,30,True,False
1786493963.882000,1481,30,True,False
1786493964.040000,1481,32,True,False
1786493964.075000,1479,34,True,False
1786493964.086000,1479,37,True,False
1786493964.101000,1479,45,True,False
1786493964.127000,1474,50,True,False
1786493964.154000,1469,56,True,False
1786493964.460000,1467,56,True,False
1786493964.513000,1467,54,True,False
1786493964.539000,1464,51,True,False
1786493964.555000,1464,48,True,False
1786493964.601000,1464,45,True,False
1786493964.614000,1464,43,True,False
1786493964.635000,1464,35,True,False
1786493964.649000,1464,29,True,False
1786493964.656000,1464,26,True,False
1786493964.662000,1464,24,True,False
1786493964.688000,1464,21,True,False
1786493964.706000,1464,18,True,False
1786493964.723000,1464,15,True,False
1786493964.740000,1464,8,True,False
1786493964.759000,1464,4,True,False
1786493964.942000,1467,1,True,False
1786493964.955000,1470,1,True,False
1786493964.968000,1477,1,True,False
1786493964.982000,1483,1,True,False
1786493964.989000,1486,1,True,False
1786493964.996000,1489,1,True,False
1786493965.082000,1491,1,False,False
1786493988.831000,1513,82,False,False
1786493988.831000,1513,82,True,False
1786493989.110000,1513,80,True,False
1786493989.162000,1513,77,True,False
1786493989.176000,1513,73,True,False
1786493989.206000,1517,69,True,False
1786493989.276000,1517,66,True,False
1786493989.287000,1517,62,True,False
1786493989.293000,1517,58,True,False
1786493989.310000,1517,54,True,False
1786493989.322000,1517,50,True,False
1786493989.328000,1517,46,True,False
1786493989.346000,1517,42,True,False
1786493989.356000,1517,38,True,False
1786493989.407000,1517,34,True,False
1786493989.477000,1517,32,True,False
1786493989.512000,1517,29,True,False
1786493989.565000,1519,29,True,False
1786493989.578000,1519,26,True,False
1786493989.586000,1519,22,True,False
1786493989.599000,1523,18,True,False
1786493989.713000,1523,14,True,False
1786493989.732000,1523,10,True,False
1786493989.888000,1525,10,True,False
1786493989.958000,1535,10,True,False
1786493989.976000,1543,10,True,False
1786493989.992000,1547,10,False,False
1786493995.017000,1547,78,False,False
1786493995.017000,1547,78,True,False
1786493995.103000,1549,78,True,False
1786493995.113000,1552,82,True,False
1786493995.130000,1556,82,True,False
1786493995.141000,1560,82,True,False
1786493995.148000,1564,86,True,False
1786493995.164000,1576,86,True,False
1786493995.176000,1583,86,True,False
1786493995.183000,1587,86,True,False
1786493995.191000,1591,86,True,False
1786493995.204000,1595,86,True,False
1786493995.211000,1599,86,True,False
1786493995.218000,1603,86,True,False
1786493995.232000,1607,86,True,False
1786493995.245000,1613,82,True,False
1786493995.278000,1617,82,True,False
1786493995.296000,1621,78,True,False
1786493995.314000,1625,74,True,False
1786493995.332000,1629,70,True,False
1786493995.366000,1633,66,True,False
1786493995.377000,1633,62,True,False
1786493995.427000,1637,62,True,False
1786493995.439000,1637,58,True,False
1786493995.462000,1633,64,True,False
1786493995.474000,1633,70,True,False
1786493995.481000,1629,70,True,False
1786493995.488000,1629,66,True,False
1786493995.506000,1625,58,True,False
1786493995.516000,1617,58,True,False
1786493995.523000,1613,54,True,False
1786493995.541000,1613,50,True,False
1786493995.558000,1609,44,True,False
1786493995.571000,1603,44,True,False
1786493995.579000,1603,41,True,False
1786493995.585000,1599,40,True,False
1786493995.611000,1591,36,True,False
1786493995.620000,1591,28,True,False
1786493995.635000,1587,28,True,False
1786493995.648000,1587,24,True,False
1786493995.671000,1583,24,True,False
1786493995.699000,1583,20,True,False
1786493995.725000,1577,13,True,False
1786493995.738000,1577,9,True,False
1786493995.883000,1581,9,True,False
1786493995.891000,1585,9,True,False
1786493995.905000,1589,9,True,False
1786493995.912000,1595,5,True,False
1786493995.919000,1599,4,True,False
1786493995.934000,1620,4,True,False
1786493995.947000,1635,4,True,False
1786493995.953000,1640,4,True,False
1786493995.962000,1647,4,True,False
1786493995.974000,1651,0,True,False
1786493995.982000,1655,-4,False,False
1786494003.320000,1676,104,False,False
1786494003.320000,1676,104,True,False
1786494003.391000,1676,100,True,False
1786494003.407000,1676,96,True,False
1786494003.419000,1676,94,True,False
1786494003.426000,1676,92,True,False
1786494003.434000,1679,88,True,False
1786494003.446000,1680,84,True,False
1786494003.461000,1684,73,True,False
1786494003.474000,1684,65,True,False
1786494003.481000,1684,61,True,False
1786494003.488000,1684,57,True,False
1786494003.512000,1688,46,True,False
1786494003.523000,1696,38,True,False
1786494003.539000,1696,34,True,False
1786494003.556000,1696,30,True,False
1786494003.575000,1696,26,True,False
1786494003.601000,1696,22,True,False
1786494003.617000,1700,22,True,False
1786494003.644000,1700,18,True,False
1786494003.670000,1700,14,True,False
1786494003.687000,1700,10,True,False
1786494003.845000,1700,14,True,False
1786494003.856000,1700,18,True,False
1786494003.879000,1700,33,True,False
1786494003.891000,1700,37,True,False
1786494003.898000,1700,41,True,False
1786494003.906000,1700,45,True,False
1786494003.950000,1700,50,True,False
1786494003.960000,1707,57,True,False
1786494004.038000,1711,57,True,False
1786494004.054000,1715,57,True,False
1786494004.116000,1717,57,True,False
1786494004.135000,1721,57,True,False
1786494004.148000,1725,53,True,False
1786494004.177000,1729,49,True,False
1786494004.196000,1733,45,True,False
1786494004.221000,1733,41,True,False
1786494004.274000,1737,36,True,False
1786494004.300000,1737,29,True,False
1786494004.317000,1741,29,False,False
1786494005.114000,1759,68,False,False
1786494005.114000,1759,68,True,False
1786494005.236000,1759,65,True,False
1786494005.262000,1759,62,True,False
1786494005.298000,1759,58,True,False
1786494005.324000,1763,54,True,False
1786494005.335000,1763,50,True,False
1786494005.376000,1767,46,True,False
1786494005.393000,1767,42,True,False
1786494005.410000,1767,38,True,False
1786494005.427000,1773,34,True,False
1786494005.604000,1781,34,True,False
1786494005.647000,1783,34,True,False
1786494005.657000,1783,38,True,False
1786494005.674000,1787,38,True,False
1786494005.682000,1787,42,True,False
1786494005.700000,1791,49,True,False
1786494005.735000,1799,57,True,False
1786494005.779000,1799,61,True,False
1786494005.805000,1799,64,True,False
1786494005.823000,1799,66,True,False
1786494005.836000,1803,68,True,False
1786494005.990000,1803,66,True,False
1786494006.015000,1809,61,True,False
1786494006.032000,1809,57,True,False
1786494006.043000,1809,54,True,False
1786494006.076000,1809,50,True,False
1786494006.086000,1813,50,True,False
1786494006.120000,1817,46,True,False
1786494006.251000,1821,46,True,False
1786494006.269000,1825,46,True,False
1786494006.285000,1829,46,True,False
1786494006.303000,1833,46,True,False
1786494006.315000,1833,50,True,False
1786494006.328000,1837,50,True,False
1786494006.335000,1837,54,True,False
1786494006.342000,1837,58,True,False
1786494006.349000,1839,58,True,False
1786494006.357000,1839,62,True,False
1786494006.370000,1843,66,True,False
1786494006.377000,1843,70,True,False
1786494006.384000,1845,73,True,False
1786494006.398000,1845,77,True,False
1786494006.404000,1849,77,True,False
1786494006.411000,1849,81,True,False
1786494006.419000,1853,81,True,False
1786494006.426000,1857,85,True,False
1786494006.469000,1857,89,False,False
1786494010.381000,1911,72,False,False
1786494010.381000,1911,72,True,False
1786494010.574000,1909,73,True,False
1786494010.616000,1907,73,True,False
1786494010.644000,1905,73,True,False
1786494010.661000,1903,73,True,False
1786494010.723000,1900,73,True,False
1786494010.775000,1897,70,True,False
1786494010.827000,1897,66,True,False
1786494010.854000,1897,64,True,False
1786494010.880000,1893,60,True,False
1786494010.915000,1893,56,True,False
1786494010.951000,1893,52,True,False
1786494010.968000,1893,48,True,False
1786494010.994000,1893,44,True,False
1786494011.020000,1893,40,True,False
1786494011.038000,1893,36,True,False
1786494011.090000,1893,32,True,False
1786494011.099000,1893,29,True,False
1786494011.113000,1897,29,True,False
1786494011.127000,1897,25,True,False
1786494011.195000,1901,25,True,False
1786494011.230000,1904,25,True,False
1786494011.246000,1908,25,True,False
1786494011.326000,1912,25,True,False
1786494011.422000,1913,29,True,False
1786494011.432000,1917,30,True,False
1786494011.449000,1917,34,True,False
1786494011.493000,1921,38,True,False
1786494011.510000,1921,42,True,False
1786494011.527000,1921,46,True,False
1786494011.554000,1925,58,True,False
1786494011.564000,1925,65,True,False
1786494011.580000,1925,69,True,False
1786494011.597000,1925,73,True,False
1786494011.632000,1925,77,True,False
1786494011.799000,1928,77,True,False
1786494011.809000,1929,74,True,False
1786494011.825000,1939,66,True,False
1786494011.842000,1947,60,True,False
1786494011.860000,1947,56,True,False
1786494011.878000,1951,52,True,False
1786494011.921000,1955,48,True,False
1786494011.939000,1959,44,True,False
1786494011.965000,1963,44,False,False
1786494012.911000,1955,164,False,False
1786494012.911000,1955,164,True,False
1786494012.962000,1961,164,True,False
1786494012.974000,1967,161,True,False
1786494012.980000,1973,157,True,False
1786494012.989000,1977,154,True,False
1786494013.002000,1981,150,True,False
1786494013.009000,1985,146,True,False
1786494013.025000,1996,136,True,False
1786494013.037000,2004,128,True,False
1786494013.059000,2004,124,True,False
1786494013.085000,2004,116,True,False
1786494013.099000,2004,109,True,False
1786494013.106000,2004,106,True,False
1786494013.120000,2004,102,True,False
1786494013.243000,2011,100,True,False
1786494013.252000,2019,92,True,False
1786494013.265000,2023,90,True,False
1786494013.273000,2028,90,True,False
1786494013.279000,2032,86,True,False
1786494013.295000,2036,78,True,False
1786494013.307000,2047,72,True,False
1786494013.314000,2047,69,True,False
1786494013.329000,2047,64,True,False
1786494013.347000,2047,52,True,False
1786494013.356000,2047,45,True,False
1786494013.370000,2047,41,True,False
1786494013.376000,2043,37,True,False
1786494013.384000,2039,33,True,False
1786494013.399000,2028,33,True,False
1786494013.412000,2017,33,True,False
1786494013.426000,2013,33,True,False
1786494013.432000,2009,29,True,False
1786494013.559000,2005,29,False,False
